age,workclass,education,marital_status,occupation,race,sex,work_hours_per_week,native_country,income_morethan_50k
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States,FALSE
35, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,40, Mexico,FALSE
32, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,60, United-States,FALSE
26, Private, Some-college, Never-married, Craft-repair, White, Male,40, United-States,FALSE
25, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States,FALSE
55, Private, Bachelors, Married-civ-spouse, Tech-support, White, Male,55, United-States,TRUE
22, Private, Some-college, Never-married, Sales, White, Female,40, United-States,FALSE
29, State-gov, Some-college, Divorced, Adm-clerical, White, Male,20, United-States,FALSE
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,99, United-States,FALSE
55, Private, Some-college, Widowed, Other-service, White, Female,35, United-States,FALSE
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
34, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Other, Male,60, United-States,FALSE
25, State-gov, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
39, Private, HS-grad, Divorced, Prof-specialty, White, Female,40, United-States,FALSE
18, ?, 11th, Never-married, ?, White, Male,25, United-States,FALSE
58, State-gov, 9th, Married-civ-spouse, Farming-fishing, White, Male,40, United-States,FALSE
34, Local-gov, Assoc-voc, Never-married, Craft-repair, White, Female,40, United-States,FALSE
29, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Asian-Pac-Islander, Male,45, South,FALSE
49, State-gov, Doctorate, Divorced, Prof-specialty, White, Male,50, United-States,TRUE
38, Private, Bachelors, Never-married, Adm-clerical, White, Female,35, United-States,FALSE
21, Private, Some-college, Never-married, Other-service, White, Male,35, United-States,FALSE
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
42, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female,40, El-Salvador,TRUE
29, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, White, Male,60, United-States,FALSE
48, Private, HS-grad, Divorced, Adm-clerical, White, Female,45, United-States,FALSE
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, White, Male,40, United-States,FALSE
36, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States,TRUE
34, Private, Bachelors, Married-civ-spouse, Sales, White, Male,60, United-States,TRUE
57, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Sales, White, Male,35, Mexico,FALSE
24, Private, 9th, Never-married, Other-service, White, Male,40, El-Salvador,FALSE
32, Private, 9th, Separated, Other-service, White, Female,23, Mexico,FALSE
18, Self-emp-not-inc, HS-grad, Never-married, Sales, White, Male,48, ?,FALSE
39, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,56, United-States,FALSE
39, Private, 11th, Divorced, Transport-moving, White, Male,40, United-States,FALSE
18, Private, 11th, Never-married, Other-service, White, Female,12, United-States,FALSE
20, Private, Some-college, Never-married, Craft-repair, White, Male,40, United-States,FALSE
27, ?, 9th, Never-married, ?, White, Female,40, United-States,FALSE
54, Private, 10th, Married-civ-spouse, Transport-moving, White, Male,40, United-States,FALSE
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, White, Male,75, United-States,TRUE
27, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male,30, United-States,FALSE
27, Private, HS-grad, Never-married, Machine-op-inspct, White, Female,40, United-States,FALSE
43, Federal-gov, Bachelors, Never-married, Tech-support, White, Male,50, United-States,FALSE
22, Private, Bachelors, Never-married, Exec-managerial, White, Female,40, United-States,FALSE
17, Private, 11th, Never-married, Sales, White, Female,12, Poland,FALSE
37, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male,50, United-States,TRUE
49, Private, 10th, Separated, Exec-managerial, Black, Male,99, United-States,FALSE
33, Private, Assoc-voc, Never-married, Other-service, Black, Male,40, United-States,FALSE
21, State-gov, Some-college, Never-married, Exec-managerial, White, Male,10, United-States,FALSE
45, Private, HS-grad, Divorced, Craft-repair, White, Male,40, United-States,FALSE
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
25, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male,60, United-States,FALSE
71, Private, HS-grad, Married-civ-spouse, Sales, White, Male,36, United-States,FALSE
23, Local-gov, Bachelors, Never-married, Prof-specialty, White, Female,45, United-States,FALSE
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,80, United-States,TRUE
21, ?, 10th, Never-married, ?, White, Female,30, United-States,FALSE
47, Private, HS-grad, Married-spouse-absent, Sales, White, Female,20, Cuba,FALSE
30, Private, Bachelors, Never-married, Sales, White, Male,65, United-States,FALSE
40, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female,40, Dominican-Republic,FALSE
44, Private, Some-college, Divorced, Sales, White, Female,48, United-States,FALSE
50, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
31, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,40, United-States,FALSE
68, Private, HS-grad, Married-civ-spouse, Protective-serv, White, Male,24, United-States,FALSE
45, Private, 12th, Married-civ-spouse, Adm-clerical, White, Male,50, United-States,FALSE
38, Private, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States,FALSE
78, Self-emp-inc, 11th, Married-civ-spouse, Exec-managerial, White, Male,10, United-States,FALSE
31, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, White, Male,55, United-States,FALSE
39, Private, HS-grad, Divorced, Adm-clerical, White, Male,40, United-States,FALSE
36, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, White, Male,45, United-States,TRUE
46, Local-gov, Masters, Divorced, Prof-specialty, White, Female,50, Canada,FALSE
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,50, United-States,TRUE
34, Private, Some-college, Never-married, Sales, White, Male,35, United-States,FALSE
30, Federal-gov, HS-grad, Separated, Adm-clerical, Black, Male,35, United-States,FALSE
47, Private, Bachelors, Married-civ-spouse, Sales, Black, Male,40, United-States,TRUE
40, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female,17, United-States,TRUE
62, ?, HS-grad, Married-civ-spouse, ?, White, Male,40, United-States,FALSE
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Black, Male,70, Jamaica,FALSE
40, Private, HS-grad, Divorced, Craft-repair, White, Female,40, Vietnam,FALSE
20, Private, Some-college, Never-married, Transport-moving, White, Male,40, United-States,FALSE
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,42, United-States,TRUE
51, Private, HS-grad, Never-married, Machine-op-inspct, White, Female,40, United-States,FALSE
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
49, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
49, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
30, Local-gov, HS-grad, Separated, Other-service, White, Female,26, United-States,FALSE
20, Private, Some-college, Never-married, Exec-managerial, White, Male,40, United-States,FALSE
34, Private, 9th, Separated, Farming-fishing, Black, Male,40, United-States,FALSE
42, Local-gov, HS-grad, Widowed, Transport-moving, White, Female,40, United-States,FALSE
46, Private, Masters, Married-civ-spouse, Sales, White, Male,65, United-States,TRUE
43, Private, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States,TRUE
62, Private, HS-grad, Never-married, Adm-clerical, White, Female,38, United-States,FALSE
21, Private, Some-college, Never-married, Machine-op-inspct, White, Female,70, United-States,FALSE
58, Local-gov, 1st-4th, Widowed, Handlers-cleaners, Black, Male,40, United-States,FALSE
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female,40, United-States,FALSE
37, Private, HS-grad, Separated, Craft-repair, White, Male,70, Philippines,FALSE
22, State-gov, Bachelors, Never-married, Tech-support, White, Female,40, United-States,FALSE
64, State-gov, 9th, Never-married, Adm-clerical, White, Female,38, United-States,FALSE
42, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,50, United-States,TRUE
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
34, Private, Some-college, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
25, Private, HS-grad, Never-married, Other-service, White, Female,6, United-States,FALSE
21, Private, Some-college, Never-married, Adm-clerical, White, Male,40, United-States,FALSE
45, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,TRUE
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male,55, United-States,TRUE
24, Private, HS-grad, Never-married, Craft-repair, White, Male,50, United-States,FALSE
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,35, United-States,FALSE
27, Local-gov, Bachelors, Never-married, Prof-specialty, White, Male,35, United-States,FALSE
34, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
57, Private, Bachelors, Married-civ-spouse, Transport-moving, White, Male,40, United-States,FALSE
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
52, Private, 1st-4th, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
32, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,48, United-States,FALSE
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
24, Private, Bachelors, Never-married, Machine-op-inspct, Black, Female,40, United-States,FALSE
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States,FALSE
36, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male,50, United-States,FALSE
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
40, Private, HS-grad, Never-married, Adm-clerical, White, Female,38, United-States,FALSE
39, Federal-gov, Bachelors, Never-married, Adm-clerical, White, Male,45, United-States,FALSE
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,60, ?,TRUE
38, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Black, Male,52, United-States,FALSE
18, Private, HS-grad, Never-married, Other-service, White, Male,40, United-States,FALSE
63, Self-emp-not-inc, 5th-6th, Never-married, Sales, White, Female,3, United-States,FALSE
50, Private, Masters, Married-civ-spouse, Sales, White, Male,40, United-States,TRUE
82, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, Cuba,FALSE
33, Private, HS-grad, Divorced, Handlers-cleaners, White, Male,45, United-States,FALSE
37, Private, Some-college, Married-civ-spouse, Transport-moving, Asian-Pac-Islander, Male,40, United-States,FALSE
24, Private, HS-grad, Married-spouse-absent, Transport-moving, White, Male,40, Peru,FALSE
31, Private, Bachelors, Never-married, Exec-managerial, White, Female,50, United-States,FALSE
59, Private, HS-grad, Divorced, Machine-op-inspct, White, Female,40, United-States,FALSE
18, Private, 12th, Never-married, Farming-fishing, White, Male,55, United-States,FALSE
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States,FALSE
48, Private, 11th, Married-civ-spouse, Farming-fishing, White, Male,50, United-States,FALSE
27, Private, Bachelors, Never-married, Prof-specialty, Other, Female,33, United-States,FALSE
34, Private, 11th, Never-married, Other-service, Asian-Pac-Islander, Male,40, Philippines,FALSE
50, Private, Assoc-voc, Married-civ-spouse, Protective-serv, White, Male,84, United-States,FALSE
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Male,75, United-States,FALSE
60, Private, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40, United-States,FALSE
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,TRUE
56, ?, Some-college, Divorced, ?, White, Female,50, United-States,TRUE
18, Private, HS-grad, Never-married, Sales, White, Female,25, United-States,FALSE
26, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Female,75, United-States,FALSE
37, Private, Some-college, Married-civ-spouse, Sales, White, Female,40, United-States,TRUE
20, Private, HS-grad, Never-married, Sales, White, Female,30, United-States,FALSE
29, Local-gov, Masters, Never-married, Prof-specialty, White, Male,45, United-States,FALSE
30, Private, HS-grad, Divorced, Transport-moving, White, Male,52, United-States,FALSE
21, Private, Some-college, Never-married, Other-service, White, Male,15, United-States,FALSE
24, Local-gov, Some-college, Never-married, Protective-serv, White, Female,40, United-States,FALSE
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
31, Private, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
36, Local-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
29, Private, Bachelors, Never-married, Prof-specialty, White, Female,72, United-States,FALSE
20, Private, HS-grad, Never-married, Sales, White, Female,35, United-States,FALSE
46, Private, Some-college, Widowed, Adm-clerical, White, Female,60, United-States,FALSE
44, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,45, United-States,FALSE
39, Private, HS-grad, Divorced, Exec-managerial, White, Female,38, United-States,FALSE
39, Private, Bachelors, Divorced, Exec-managerial, White, Male,55, United-States,FALSE
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,44, United-States,TRUE
28, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,55, United-States,FALSE
44, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female,35, United-States,FALSE
48, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Black, Male,38, United-States,TRUE
27, Private, HS-grad, Never-married, Adm-clerical, White, Female,70, United-States,FALSE
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
35, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
28, Federal-gov, HS-grad, Never-married, Craft-repair, White, Male,40, United-States,FALSE
25, Private, Prof-school, Never-married, Prof-specialty, White, Female,30, United-States,FALSE
21, Private, Some-college, Never-married, Sales, Black, Female,20, United-States,FALSE
18, Private, 11th, Never-married, Other-service, White, Male,15, United-States,FALSE
63, Self-emp-not-inc, 7th-8th, Widowed, Farming-fishing, White, Female,10, United-States,FALSE
18, Private, 11th, Never-married, Sales, Black, Female,8, United-States,FALSE
32, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
25, ?, 11th, Never-married, ?, White, Female,40, United-States,FALSE
19, Private, 11th, Never-married, Transport-moving, White, Male,20, United-States,FALSE
23, Private, Some-college, Never-married, Transport-moving, White, Male,60, United-States,FALSE
38, Private, Masters, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, ?,FALSE
36, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,60, United-States,TRUE
43, Private, HS-grad, Divorced, Other-service, Black, Female,35, United-States,FALSE
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, England,TRUE
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Other, Male,40, Mexico,FALSE
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male,40, United-States,FALSE
24, Federal-gov, Some-college, Divorced, Adm-clerical, Black, Female,25, United-States,FALSE
42, Private, Some-college, Never-married, Exec-managerial, White, Female,40, United-States,TRUE
23, Private, Some-college, Never-married, Sales, White, Female,40, United-States,FALSE
27, Private, HS-grad, Never-married, Adm-clerical, White, Male,50, United-States,FALSE
48, Private, Some-college, Never-married, Handlers-cleaners, White, Male,40, United-States,FALSE
31, Self-emp-inc, HS-grad, Never-married, Craft-repair, White, Male,44, United-States,FALSE
31, Private, 1st-4th, Never-married, Other-service, White, Female,25, El-Salvador,FALSE
18, Private, 12th, Never-married, Sales, White, Female,25, United-States,FALSE
36, Private, HS-grad, Never-married, Sales, White, Female,40, United-States,FALSE
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,40, United-States,FALSE
22, Private, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
72, Private, 10th, Married-civ-spouse, Sales, White, Male,15, United-States,FALSE
61, Private, 10th, Married-civ-spouse, Farming-fishing, White, Male,55, United-States,FALSE
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
37, Federal-gov, HS-grad, Divorced, Prof-specialty, Asian-Pac-Islander, Female,40, ?,FALSE
30, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
40, Private, Assoc-acdm, Divorced, Exec-managerial, White, Female,40, United-States,FALSE
20, Private, HS-grad, Never-married, Adm-clerical, White, Male,40, United-States,FALSE
65, Private, Bachelors, Married-civ-spouse, Sales, White, Male,15, United-States,FALSE
36, Private, Some-college, Divorced, Sales, White, Female,40, United-States,FALSE
37, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States,FALSE
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Male,60, United-States,FALSE
64, Local-gov, HS-grad, Widowed, Other-service, White, Female,40, United-States,FALSE
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, White, Male,20, United-States,TRUE
38, Private, Bachelors, Never-married, Sales, White, Female,45, United-States,FALSE
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
24, Private, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander, Female,40, Philippines,FALSE
39, Private, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States,TRUE
44, Private, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States,TRUE
47, Private, Some-college, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
73, ?, Prof-school, Married-civ-spouse, ?, White, Male,40, United-States,FALSE
66, Private, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,40, Philippines,FALSE
53, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male,50, United-States,TRUE
43, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,55, United-States,TRUE
57, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
44, Private, Assoc-acdm, Divorced, Machine-op-inspct, White, Female,45, United-States,FALSE
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,FALSE
52, Self-emp-not-inc, HS-grad, Widowed, Other-service, Black, Female,40, United-States,FALSE
46, Private, Some-college, Never-married, Craft-repair, White, Male,40, United-States,FALSE
20, Private, Some-college, Never-married, Other-service, White, Female,40, United-States,FALSE
37, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,TRUE
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,FALSE
39, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States,FALSE
30, Private, HS-grad, Married-civ-spouse, Sales, White, Male,55, United-States,FALSE
59, Private, Some-college, Divorced, Machine-op-inspct, White, Male,56, United-States,FALSE
22, Private, Bachelors, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
40, Private, HS-grad, Divorced, Adm-clerical, White, Female,30, United-States,FALSE
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,FALSE
24, Private, 10th, Divorced, Handlers-cleaners, White, Female,58, United-States,FALSE
63, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,TRUE
51, Private, Assoc-acdm, Divorced, Prof-specialty, White, Female,40, United-States,FALSE
34, Self-emp-inc, Bachelors, Never-married, Exec-managerial, White, Male,50, United-States,FALSE
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
17, Private, 11th, Never-married, Sales, White, Female,15, United-States,FALSE
20, Private, Some-college, Never-married, Adm-clerical, White, Female,25, United-States,FALSE
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
41, Private, Bachelors, Married-civ-spouse, Sales, White, Female,12, United-States,TRUE
56, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
17, Private, 10th, Never-married, Sales, White, Male,5, United-States,FALSE
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,43, United-States,TRUE
23, Private, Some-college, Married-civ-spouse, Sales, White, Female,40, United-States,FALSE
33, ?, Some-college, Never-married, ?, White, Male,40, United-States,FALSE
36, Local-gov, Bachelors, Separated, Prof-specialty, White, Male,40, United-States,FALSE
37, Private, 5th-6th, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,40, ?,FALSE
52, Private, HS-grad, Separated, Craft-repair, Black, Female,40, United-States,FALSE
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,FALSE
59, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, ?,FALSE
30, Private, 10th, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male,40, Vietnam,FALSE
32, Private, Assoc-voc, Never-married, Craft-repair, White, Male,40, United-States,FALSE
30, Private, 7th-8th, Never-married, Craft-repair, White, Male,50, United-States,FALSE
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male,40, United-States,FALSE
54, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, White, Male,36, United-States,FALSE
26, Private, Bachelors, Never-married, Exec-managerial, Black, Male,50, ?,FALSE
34, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Asian-Pac-Islander, Male,40, ?,FALSE
31, Private, Assoc-voc, Divorced, Sales, Amer-Indian-Eskimo, Female,40, United-States,FALSE
34, Private, HS-grad, Never-married, Adm-clerical, White, Male,40, United-States,FALSE
58, Private, HS-grad, Divorced, Tech-support, White, Male,39, United-States,TRUE
30, State-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40, United-States,FALSE
53, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, Puerto-Rico,FALSE
27, Private, Some-college, Divorced, Adm-clerical, White, Female,20, United-States,FALSE
23, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, White, Male,40, Mexico,FALSE
24, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,45, United-States,FALSE
36, Private, Bachelors, Married-civ-spouse, Sales, White, Male,35, United-States,TRUE
33, Federal-gov, HS-grad, Divorced, Adm-clerical, Black, Female,35, United-States,FALSE
22, State-gov, Some-college, Never-married, Tech-support, White, Female,10, United-States,FALSE
47, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,44, United-States,FALSE
34, Private, Assoc-acdm, Married-civ-spouse, Sales, Black, Male,50, United-States,TRUE
44, Federal-gov, Prof-school, Divorced, Prof-specialty, White, Male,40, United-States,TRUE
41, Private, Assoc-voc, Never-married, Prof-specialty, White, Female,45, United-States,FALSE
45, ?, HS-grad, Separated, ?, Asian-Pac-Islander, Male,4, United-States,FALSE
24, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,44, Mexico,FALSE
65, ?, Bachelors, Married-civ-spouse, ?, White, Male,40, United-States,FALSE
45, Private, Bachelors, Divorced, Prof-specialty, White, Female,50, United-States,FALSE
23, Private, Bachelors, Never-married, Sales, White, Male,55, United-States,FALSE
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
40, Private, 11th, Never-married, Machine-op-inspct, White, Female,37, Dominican-Republic,FALSE
45, Private, 5th-6th, Divorced, Priv-house-serv, White, Female,35, Mexico,FALSE
50, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States,FALSE
40, Private, Assoc-acdm, Never-married, Other-service, White, Male,25, United-States,FALSE
24, Private, Some-college, Never-married, Craft-repair, White, Male,40, United-States,FALSE
42, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
50, Private, Some-college, Married-civ-spouse, Sales, White, Male,60, United-States,TRUE
58, Self-emp-not-inc, Some-college, Divorced, Craft-repair, White, Male,40, United-States,FALSE
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,46, United-States,FALSE
37, Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,99, France,TRUE
37, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, White, Male,35, United-States,FALSE
22, Private, Assoc-acdm, Never-married, Transport-moving, White, Male,45, United-States,FALSE
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, White, Male,48, United-States,FALSE
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, India,TRUE
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,60, United-States,FALSE
44, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, White, Male,40, United-States,TRUE
72, Private, HS-grad, Divorced, Other-service, White, Female,16, United-States,FALSE
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Male,12, United-States,FALSE
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,FALSE
58, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,42, United-States,FALSE
40, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States,FALSE
56, Private, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States,FALSE
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Male,72, United-States,FALSE
28, Private, Bachelors, Never-married, Sales, White, Female,45, United-States,FALSE
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female,40, United-States,FALSE
37, Private, Masters, Divorced, Exec-managerial, White, Male,45, United-States,TRUE
44, Private, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
42, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40, Germany,FALSE
18, Private, Some-college, Never-married, Other-service, White, Female,25, United-States,FALSE
57, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
53, Local-gov, Some-college, Married-civ-spouse, Other-service, White, Male,35, United-States,FALSE
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,44, United-States,TRUE
33, Private, HS-grad, Divorced, Sales, White, Female,50, United-States,FALSE
42, Private, Masters, Divorced, Prof-specialty, White, Female,40, United-States,FALSE
70, ?, HS-grad, Married-civ-spouse, ?, White, Male,60, United-States,FALSE
50, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States,FALSE
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
28, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, White, Male,40, Nicaragua,FALSE
72, Federal-gov, 11th, Divorced, Adm-clerical, White, Female,8, Canada,FALSE
33, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States,FALSE
47, Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,25, Philippines,FALSE
48, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,24, United-States,TRUE
19, Private, 11th, Never-married, Priv-house-serv, White, Female,35, United-States,FALSE
48, Private, Assoc-voc, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
