"Y1","Y2","CHK_ACCT","DURATION","HISTORY","NEW_CAR","USED_CAR","FURNITURE","RADIO_TV","EDUCATION","RETRAINING","SAV_ACCT","EMPLOYMENT","INSTALL_RATE","MALE_DIV","MALE_SINGLE","MALE_MAR_or_WID","CO_APPLICANT","GUARANTOR","PRESENT_RESIDENT","REAL_ESTATE","PROP_UNKN_NONE","AGE","OTHER_INSTALL","RENT","OWN_RES","NUM_CREDITS","JOB","NUM_DEPENDENTS","TELEPHONE","FOREIGN"
1872,1,0,6,4,0,0,1,0,0,0,0,0,4,0,1,0,0,0,4,0,1,36,0,0,0,3,3,1,1,0
2058,1,3,24,4,0,0,0,0,0,0,0,2,4,1,0,0,0,0,2,1,0,33,0,0,1,2,2,1,1,0
2136,1,0,9,2,0,0,1,0,0,0,0,2,3,0,1,0,0,0,2,1,0,25,0,0,1,1,2,1,0,0
1484,0,1,12,2,0,0,0,1,0,0,4,2,2,0,0,1,0,0,1,1,0,25,0,0,1,1,2,1,1,0
660,1,3,6,2,0,0,0,0,0,0,2,3,2,0,0,1,0,0,4,1,0,23,0,1,0,1,1,1,0,0
1287,1,3,24,4,1,0,0,0,0,0,3,4,4,0,0,0,0,0,4,1,0,37,0,0,1,2,2,1,1,0
3394,1,0,42,4,0,0,0,0,0,0,0,0,4,0,1,0,1,0,4,0,0,65,0,0,1,2,0,1,0,0
609,0,2,12,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,1,0,26,0,0,1,1,0,1,0,0
1884,1,3,12,2,1,0,0,0,0,0,0,4,4,0,1,0,0,0,4,0,0,39,0,0,1,1,3,1,1,0
1620,1,0,12,2,0,0,1,0,0,0,0,2,2,0,0,0,1,0,3,0,0,30,0,0,1,1,2,1,0,0
2629,1,1,20,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,3,0,0,29,1,0,1,2,2,1,1,0
719,0,3,12,2,0,0,0,0,1,0,0,4,4,0,1,0,0,0,4,0,0,41,1,0,1,1,1,2,0,0
5096,0,1,48,4,0,0,1,0,0,0,0,2,2,0,0,0,0,0,3,0,0,30,0,0,1,1,3,1,1,0
1244,1,3,9,4,0,0,0,0,1,0,4,4,4,0,0,0,0,0,4,0,0,41,0,1,0,2,1,1,0,0
1842,0,0,36,2,1,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,34,0,0,1,1,2,1,1,0
2576,1,1,7,2,0,0,0,1,0,0,0,2,2,0,1,0,0,1,2,1,0,35,0,0,1,1,2,1,0,0
1424,1,2,12,2,0,0,1,0,0,0,4,4,3,0,0,0,0,0,4,1,0,55,0,0,1,1,3,1,1,0
1512,0,1,15,3,0,0,0,0,0,0,3,2,3,0,0,1,0,0,3,0,0,61,1,0,1,2,2,1,0,0
11054,1,3,36,4,0,1,0,0,0,0,4,2,4,0,1,0,0,0,2,0,0,30,0,0,1,1,3,1,1,0
518,1,3,6,2,0,0,0,1,0,0,0,2,3,0,0,0,0,0,1,1,0,29,0,0,1,1,2,1,0,0
2759,1,3,12,0,0,0,1,0,0,0,0,4,2,0,1,0,0,0,4,0,0,34,0,0,1,2,2,1,0,0
2670,1,3,24,2,0,1,0,0,0,0,0,4,4,0,1,0,0,0,4,0,0,35,0,0,1,1,3,1,1,0
4817,0,0,24,2,1,0,0,0,0,0,0,3,2,0,1,0,1,0,3,0,0,31,0,0,1,1,2,1,1,0
2679,1,3,24,2,0,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,1,29,0,0,1,1,3,1,1,0
3905,1,0,11,4,1,0,0,0,0,0,0,2,2,0,1,0,0,0,2,1,0,36,0,1,0,2,2,2,0,0
3386,0,0,12,2,0,1,0,0,0,0,0,4,3,0,1,0,0,0,4,0,1,35,0,0,0,1,2,1,1,0
343,1,0,6,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,27,0,0,1,1,2,1,0,0
4594,1,3,18,2,0,0,0,1,0,0,0,1,3,0,1,0,0,0,2,0,0,32,0,0,1,1,2,1,1,0
3620,1,0,36,2,0,0,1,0,0,0,0,2,1,0,1,0,0,1,2,0,0,37,0,0,1,1,2,2,0,0
1721,1,0,15,2,1,0,0,0,0,0,0,1,2,0,1,0,0,0,3,1,0,36,0,0,1,1,2,1,0,0
3017,1,1,12,2,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,1,0,34,0,1,0,1,3,1,0,0
754,1,1,12,2,0,0,0,0,0,0,4,4,4,0,1,0,0,0,4,0,0,38,0,0,1,2,2,1,0,0
1950,1,3,18,2,0,0,0,0,0,1,0,3,4,0,1,0,0,0,1,0,0,34,1,0,1,2,2,1,1,0
2924,1,0,24,2,0,1,0,0,0,0,0,2,3,0,1,0,0,1,4,0,1,63,1,0,1,1,2,2,1,0
1659,0,0,24,3,0,0,0,1,0,0,0,1,4,0,0,0,0,0,2,0,0,29,0,1,0,1,1,1,1,0
7238,1,3,48,3,0,0,0,1,0,0,4,4,3,0,1,0,0,0,3,0,0,32,1,0,1,2,2,2,0,0
2764,1,3,33,3,0,0,0,0,0,1,0,2,2,0,0,0,0,0,2,0,0,26,0,0,1,2,2,1,1,0
4679,1,3,24,3,0,1,0,0,0,0,0,3,3,0,1,0,0,0,3,0,0,35,0,0,1,2,1,1,1,0
3092,0,1,24,2,0,0,0,1,0,0,1,1,3,0,0,1,0,0,2,0,0,22,0,1,0,1,2,1,1,0
448,0,0,6,2,0,0,0,0,1,0,0,1,4,0,0,0,0,0,4,0,0,23,0,0,1,1,2,1,0,0
654,0,0,9,2,1,0,0,0,0,0,0,2,4,0,1,0,0,0,3,0,0,28,0,0,1,1,1,1,0,0
1238,1,3,6,2,0,0,0,0,0,0,4,0,4,0,1,0,0,0,4,0,0,36,0,0,1,1,3,2,1,0
1245,0,1,18,4,0,0,0,1,0,0,0,2,4,0,0,1,0,0,2,0,0,33,0,0,1,1,2,1,0,0
3114,0,0,18,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,26,0,1,0,1,2,1,0,0
2569,1,3,39,2,0,1,0,0,0,0,2,2,4,0,1,0,0,0,4,0,0,24,0,0,1,1,2,1,0,0
5152,1,2,24,2,0,0,0,1,0,0,0,3,4,0,1,0,0,0,2,0,0,25,1,0,1,1,2,1,0,0
1037,1,1,12,2,0,0,0,0,0,1,1,3,3,0,1,0,0,0,4,1,0,39,0,0,1,1,1,1,0,0
1478,1,0,15,4,0,0,1,0,0,0,0,4,4,0,1,0,0,0,4,0,0,44,0,0,1,2,2,2,1,0
3573,1,1,12,4,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,23,0,0,1,1,1,1,0,0
1201,1,1,24,2,1,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,26,0,0,1,1,2,1,0,0
3622,1,0,30,2,0,0,1,0,0,0,3,4,4,0,0,0,0,0,4,0,0,57,0,1,0,2,2,1,1,0
960,1,3,15,3,0,0,1,0,0,0,3,3,3,0,0,0,0,0,2,0,0,30,0,0,1,2,2,1,0,0
1163,1,3,12,4,1,0,0,0,0,0,2,2,4,0,1,0,0,0,4,1,0,44,0,0,1,1,2,1,1,0
1209,0,1,6,3,1,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,47,0,0,1,1,3,1,1,0
3077,1,3,12,2,0,0,0,1,0,0,0,2,2,0,1,0,0,0,4,0,0,52,0,0,1,1,2,1,1,0
3757,1,3,24,2,1,0,0,0,0,0,0,4,4,0,0,0,1,0,4,0,1,62,0,0,0,1,2,1,1,0
1418,1,3,10,2,1,0,0,0,0,0,1,2,3,0,1,0,0,0,2,1,0,35,0,1,0,1,1,1,0,1
3518,1,3,6,2,1,0,0,0,0,0,0,2,2,0,1,0,0,1,3,0,0,26,0,1,0,1,2,1,0,0
1934,1,3,12,4,0,0,0,1,0,0,0,4,2,0,1,0,0,0,2,0,1,26,0,0,1,2,2,1,0,0
8318,0,1,27,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,4,0,1,42,0,0,0,2,3,1,1,0
1237,1,3,6,4,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,27,0,0,1,2,2,1,0,0
368,1,1,6,2,0,0,0,1,0,0,4,4,4,0,1,0,0,0,4,0,0,38,0,0,1,1,2,1,0,0
2122,1,0,12,4,1,0,0,0,0,0,0,2,3,0,1,0,0,0,2,1,0,39,0,1,0,2,1,2,0,1
2996,0,0,24,2,0,0,1,0,0,0,4,2,2,0,0,1,0,0,4,0,0,20,0,0,1,1,2,1,0,0
9034,0,1,36,2,0,0,1,0,0,0,1,1,4,0,1,0,1,0,1,0,1,29,0,1,0,1,3,1,1,0
1585,1,3,24,4,0,0,1,0,0,0,0,3,4,0,1,0,0,0,3,0,0,40,0,0,1,2,2,1,0,0
1301,1,1,18,2,0,0,0,1,0,0,0,4,4,0,0,1,0,1,2,1,0,32,0,0,1,1,1,1,0,0
1323,1,2,6,4,1,0,0,0,0,0,1,4,2,1,0,0,0,0,4,0,0,28,0,0,1,2,2,2,1,0
3123,0,0,24,2,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,27,0,0,1,1,2,1,0,0
5493,1,0,36,2,0,1,0,0,0,0,0,4,2,0,1,0,0,0,4,0,1,42,0,0,0,1,2,2,0,0
1126,1,2,9,2,0,0,0,1,0,0,1,4,2,1,0,0,0,0,4,1,0,49,0,0,1,1,2,1,0,0
1216,0,1,24,4,0,0,0,1,0,0,1,1,4,0,1,0,0,0,4,0,1,38,1,0,1,2,2,2,0,0
1207,0,0,24,2,1,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,24,0,1,0,1,2,1,0,0
1309,0,3,10,2,1,0,0,0,0,0,4,2,4,0,1,0,0,1,4,0,0,27,0,0,1,1,1,1,0,0
2360,1,2,15,4,0,1,0,0,0,0,2,2,2,0,1,0,0,0,2,0,0,36,0,0,1,1,2,1,1,0
6850,0,1,15,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,34,0,0,1,1,3,2,1,0
1413,1,3,24,2,0,0,0,1,0,0,0,2,4,0,0,1,0,0,2,0,0,28,0,0,1,1,2,1,0,0
8588,1,3,39,2,0,1,0,0,0,0,1,4,4,0,1,0,0,0,2,0,0,45,0,0,1,1,3,1,1,0
759,0,0,12,2,1,0,0,0,0,0,0,3,4,0,1,0,0,0,2,1,0,26,0,0,1,1,2,1,0,0
4686,1,3,36,2,0,1,0,0,0,0,0,2,2,0,1,0,0,0,2,0,1,32,0,0,0,1,3,1,1,0
2687,1,2,15,2,0,0,0,0,0,1,0,3,2,0,1,0,0,0,4,0,0,26,0,1,0,1,2,1,1,0
585,1,1,12,3,0,0,0,1,0,0,0,2,4,0,0,1,1,0,4,1,0,20,0,1,0,2,2,1,0,0
2255,1,3,24,2,1,0,0,0,0,0,4,1,4,0,1,0,0,0,1,0,0,54,0,0,1,1,2,1,0,0
609,1,0,6,4,1,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,37,0,0,1,2,2,1,0,1
1361,1,0,6,4,1,0,0,0,0,0,0,1,2,0,1,0,0,0,4,1,0,40,0,0,1,1,1,2,0,1
7127,0,3,36,4,0,0,1,0,0,0,0,1,2,0,0,0,0,0,4,0,0,23,0,1,0,2,2,1,1,0
1203,1,0,6,2,1,0,0,0,0,0,1,4,3,0,1,0,0,0,2,0,0,43,0,0,1,1,2,1,1,0
700,1,3,6,4,0,0,0,1,0,0,4,4,4,0,1,0,0,0,4,0,1,36,0,0,0,2,2,1,0,0
5507,1,3,24,4,0,0,0,0,0,0,0,4,3,0,1,0,0,0,4,0,1,44,0,0,0,2,2,1,0,0
3190,0,0,18,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,1,0,24,0,0,1,1,2,1,0,0
7119,0,0,48,0,0,0,1,0,0,0,0,2,3,0,1,0,0,0,4,0,1,53,0,0,0,2,2,2,0,0
3488,1,3,24,2,0,1,0,0,0,0,1,3,3,0,0,0,0,0,4,0,0,23,0,0,1,1,2,1,0,0
1113,1,1,18,2,0,0,0,1,0,0,0,2,4,0,0,0,0,1,4,1,0,26,0,0,1,1,1,2,0,0
7966,1,1,26,2,0,1,0,0,0,0,0,1,2,0,1,0,0,0,3,0,0,30,0,0,1,2,2,1,0,0
1532,1,3,15,4,0,0,0,0,1,0,1,2,4,0,0,0,0,0,3,0,0,31,0,0,1,1,2,1,0,0
1503,1,3,4,4,0,0,0,1,0,0,0,3,2,0,1,0,0,0,1,1,0,42,0,0,1,2,1,2,0,0
2302,0,0,36,2,0,0,0,1,0,0,0,2,4,1,0,0,0,0,4,0,0,31,0,1,0,1,2,1,0,0
662,1,0,6,2,1,0,0,0,0,0,0,1,3,0,1,0,0,0,4,1,0,41,0,0,1,1,1,2,1,0
2273,1,1,36,2,0,0,0,0,1,0,0,3,3,0,1,0,0,0,1,0,0,32,0,0,1,2,2,2,0,0
2631,0,1,15,2,1,0,0,0,0,0,1,2,2,0,0,0,0,0,4,0,0,28,0,1,0,2,2,1,1,0
1503,1,3,12,3,0,1,0,0,0,0,0,2,4,0,0,1,0,0,4,1,0,41,0,1,0,1,2,1,0,0
1311,1,3,24,2,0,0,0,1,0,0,1,3,4,0,0,1,0,0,3,0,0,26,0,0,1,1,2,1,1,0
3105,1,3,24,2,0,0,0,1,0,0,4,1,4,0,1,0,0,0,2,0,0,25,0,0,1,2,2,1,0,0
2319,0,2,21,4,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,33,0,1,0,1,2,1,0,0
1374,1,0,6,2,1,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,75,0,0,1,1,3,1,1,0
3612,1,1,18,4,0,0,1,0,0,0,0,4,3,0,0,0,0,0,4,0,0,37,0,0,1,1,2,1,1,0
7763,0,0,48,2,1,0,0,0,0,0,0,4,4,0,1,0,0,0,4,0,1,42,1,0,0,1,3,1,0,0
3049,1,2,18,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,45,1,0,1,1,1,1,0,0
1534,0,1,12,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,23,0,1,0,1,2,1,0,0
2032,1,3,24,3,1,0,0,0,0,0,0,4,4,0,1,0,0,0,4,0,1,60,0,0,0,2,2,1,1,0
6350,0,0,30,2,0,0,1,0,0,0,4,4,4,0,1,0,0,0,4,0,0,31,0,0,1,1,2,1,0,0
2864,0,2,18,2,0,0,1,0,0,0,0,2,2,0,1,0,0,0,1,1,0,34,0,0,1,1,1,2,0,0
1255,1,3,12,4,1,0,0,0,0,0,0,4,4,0,1,0,0,0,4,1,0,61,0,0,1,2,1,1,0,0
1333,0,0,24,3,1,0,0,0,0,0,0,0,4,0,1,0,0,0,2,1,0,43,0,0,0,2,2,2,0,0
2022,1,3,24,4,1,0,0,0,0,0,0,2,4,0,0,0,0,0,4,0,0,37,0,0,1,1,2,1,1,0
1552,1,3,24,2,0,0,0,1,0,0,0,3,3,0,1,0,0,0,1,0,0,32,1,0,1,1,2,2,0,0
626,0,0,12,1,0,0,0,1,0,0,0,2,4,0,0,0,0,0,4,1,0,24,1,0,1,1,1,1,0,0
8858,1,3,48,4,0,1,0,0,0,0,4,3,2,0,1,0,0,0,1,0,1,35,0,0,0,2,2,1,1,0
996,1,3,12,4,0,0,0,0,0,0,4,3,4,0,0,0,0,0,4,1,0,23,0,0,1,2,2,1,0,0
1750,1,3,6,1,0,0,0,1,0,0,2,4,2,0,1,0,0,0,4,0,0,45,1,0,1,1,1,2,0,0
6999,0,0,48,2,0,0,0,1,0,0,0,3,1,0,0,1,0,1,1,1,0,34,0,0,1,2,2,1,1,0
1995,1,1,12,4,1,0,0,0,0,0,1,1,4,0,1,0,0,0,1,0,0,27,0,0,1,1,2,1,0,0
1199,1,1,9,2,0,0,0,0,1,0,0,3,4,0,0,0,0,0,4,0,0,67,0,0,1,2,3,1,1,0
1331,0,1,12,2,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,22,1,0,1,1,2,1,0,0
2278,0,1,18,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,3,0,0,28,0,0,1,2,2,1,0,0
5003,0,3,21,0,1,0,0,0,0,0,4,2,1,0,0,0,0,0,4,0,0,29,1,0,1,2,2,1,1,0
3552,0,0,24,1,0,0,1,0,0,0,0,3,3,0,1,0,0,0,4,0,0,27,1,0,1,1,2,1,0,0
1928,0,1,18,4,0,0,1,0,0,0,0,1,2,0,1,0,0,0,2,1,0,31,0,0,1,2,1,1,0,0
2964,1,0,24,2,0,1,0,0,0,0,4,4,4,0,1,0,0,0,4,0,1,49,1,0,0,1,2,2,1,0
1546,0,0,24,1,0,0,0,1,0,0,0,3,4,0,1,0,0,1,4,0,0,24,1,1,0,1,1,1,0,0
683,1,2,6,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,29,1,0,1,1,2,1,0,0
12389,0,1,36,2,1,0,0,0,0,0,4,2,1,0,1,0,0,0,4,0,1,37,0,0,0,1,2,1,1,0
4712,1,1,24,3,0,0,0,0,0,1,4,2,4,0,1,0,0,0,2,0,0,37,1,0,1,2,3,1,1,0
1553,1,1,24,3,0,0,0,1,0,0,1,3,3,0,0,0,0,0,2,0,0,23,0,1,0,2,2,1,1,0
1372,0,0,12,2,1,0,0,0,0,0,0,3,2,1,0,0,0,0,3,0,0,36,0,0,1,1,2,1,0,0
2578,1,3,24,4,0,0,0,1,0,0,3,4,2,0,1,0,0,0,2,0,0,34,0,0,1,1,2,1,0,0
3979,1,1,48,2,0,0,0,1,0,0,4,3,4,0,1,0,0,0,1,0,0,41,0,0,1,2,2,2,1,0
6758,0,0,48,2,0,0,0,1,0,0,0,2,3,0,0,0,0,0,2,0,0,31,0,0,1,1,2,1,1,0
3234,0,0,24,2,0,0,1,0,0,0,0,1,4,0,0,0,0,0,4,1,0,23,0,1,0,1,1,1,1,0
5954,1,3,30,4,0,0,0,1,0,0,0,3,3,0,1,0,1,0,2,0,0,38,0,0,1,1,2,1,0,0
5433,1,3,24,2,0,1,0,0,0,0,4,0,2,0,0,0,0,0,4,0,0,26,0,1,0,1,3,1,1,0
806,1,0,15,2,0,0,0,0,0,1,0,2,4,0,0,0,0,0,4,0,0,22,0,0,1,1,1,1,0,0
1082,1,1,9,2,0,0,0,1,0,0,0,4,4,0,1,0,0,0,4,0,0,27,0,0,1,2,1,1,0,0
2788,1,3,15,4,0,0,1,0,0,0,0,3,2,0,0,0,1,0,3,0,0,24,1,0,1,2,2,1,0,0
2930,1,1,12,2,0,0,0,1,0,0,0,3,2,0,0,0,0,0,1,1,0,27,0,0,1,1,2,1,0,0
1927,1,3,24,4,0,0,0,0,1,0,4,2,3,0,0,0,0,0,2,0,0,33,0,0,1,2,2,1,1,0
2820,0,1,36,4,1,0,0,0,0,0,0,1,4,1,0,0,0,0,4,0,0,27,0,0,1,2,2,1,0,0
937,1,3,24,2,0,0,0,0,0,0,0,1,4,0,0,1,0,0,3,0,0,27,0,0,1,2,1,1,0,0
1056,0,1,18,4,1,0,0,0,0,0,0,4,3,0,1,0,0,1,3,1,0,30,1,0,1,2,2,1,0,0
3124,1,1,12,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,3,1,0,49,1,0,1,2,1,2,0,0
1388,1,3,9,2,0,0,1,0,0,0,0,2,4,0,0,0,0,0,2,1,0,26,0,1,0,1,2,1,0,0
2384,0,1,36,2,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,1,33,0,1,0,1,1,1,0,0
2133,1,3,12,2,1,0,0,0,0,0,4,4,4,0,0,0,0,0,4,0,1,52,0,0,0,1,3,1,1,0
2039,0,0,18,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,4,1,0,20,1,1,0,1,2,1,0,0
2799,1,0,9,4,1,0,0,0,0,0,0,2,2,0,1,0,0,0,2,1,0,36,0,1,0,2,2,2,0,0
1289,1,0,12,2,0,0,1,0,0,0,0,2,4,0,1,0,0,1,1,0,0,21,0,0,1,1,1,1,0,0
1217,0,0,18,2,0,0,0,0,0,0,0,2,4,0,0,1,0,0,3,1,0,47,0,0,1,1,1,1,1,0
2246,0,0,12,4,0,0,1,0,0,0,0,4,3,0,1,0,0,0,3,0,0,60,0,0,1,2,2,1,0,0
385,1,0,12,4,0,0,0,1,0,0,0,3,4,0,0,0,0,0,3,1,0,58,0,0,1,4,1,1,1,0
1965,1,1,24,3,1,0,0,0,0,0,4,2,4,0,0,0,0,0,4,0,0,42,0,1,0,2,2,1,1,0
1572,1,3,21,2,0,0,0,0,0,1,3,4,4,0,0,0,0,0,4,1,0,36,1,0,1,1,1,1,0,0
2718,0,1,24,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,4,0,0,20,0,1,0,1,1,1,1,0
1358,0,0,24,1,0,0,0,0,0,0,4,4,4,0,1,0,0,0,3,0,0,40,1,0,1,1,3,1,1,0
931,0,1,6,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,32,1,0,1,1,1,1,0,0
1442,0,0,24,2,1,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,23,0,1,0,2,2,1,0,0
4241,0,1,24,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,4,1,0,36,0,0,1,3,1,1,1,0
2775,0,3,18,4,1,0,0,0,0,0,0,3,2,0,1,0,0,0,2,0,0,31,1,0,1,2,2,1,0,0
3863,1,3,24,3,0,0,0,0,0,1,0,2,1,0,1,0,0,0,2,0,1,32,0,0,0,1,2,1,0,0
2329,1,1,7,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,45,0,0,1,1,2,1,0,0
918,0,1,9,2,0,0,1,0,0,0,0,2,4,0,0,0,0,0,1,0,0,30,0,0,1,1,2,1,0,0
1837,0,1,24,1,0,0,0,0,1,0,0,3,4,0,0,0,0,0,4,0,1,34,1,0,0,1,1,1,0,0
3349,0,3,36,2,0,0,1,0,0,0,0,2,4,0,0,0,0,0,2,0,0,28,0,0,1,1,3,1,1,0
1275,1,2,10,2,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,0,0,23,0,0,1,1,2,1,0,0
2828,1,0,24,1,0,0,1,0,0,0,2,2,4,0,1,0,0,0,4,1,0,22,1,0,1,1,2,1,1,0
4526,1,3,24,4,0,0,0,0,0,1,0,2,3,0,1,0,0,0,2,1,0,74,0,0,1,1,3,1,1,0
2671,0,1,36,2,0,0,0,1,0,0,1,2,4,0,0,0,1,0,4,0,1,50,0,0,0,1,2,1,0,0
2051,1,3,18,2,0,0,0,1,0,0,0,1,4,0,1,0,0,0,1,1,0,33,0,0,1,1,2,1,0,0
1300,1,3,15,2,0,1,0,0,0,0,4,4,4,0,1,0,0,0,4,0,1,45,1,0,0,1,2,2,0,0
741,0,0,12,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,22,0,0,1,1,2,1,0,0
1240,0,2,10,2,1,0,0,0,0,0,1,4,1,0,0,0,0,0,4,0,1,48,0,0,0,1,1,2,0,0
3357,1,0,21,2,0,0,0,1,0,0,3,1,4,0,0,0,0,0,2,0,0,29,1,0,1,1,2,1,0,0
3632,1,0,24,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,4,0,0,22,1,1,0,1,2,1,0,1
1808,0,3,18,3,0,0,1,0,0,0,0,3,4,0,0,0,0,0,1,1,0,22,0,0,1,1,2,1,0,0
12204,1,1,48,0,0,0,0,0,0,1,4,2,2,0,1,0,0,0,2,0,0,48,1,0,1,1,3,1,1,0
9157,1,1,60,3,0,0,0,1,0,0,4,2,2,0,1,0,0,0,2,0,1,27,0,0,0,1,3,1,0,0
3676,1,0,6,4,1,0,0,0,0,0,0,2,1,0,1,0,0,0,3,1,0,37,0,1,0,3,2,2,0,0
3441,0,1,30,2,0,0,1,0,0,0,1,2,2,0,0,0,1,0,4,0,0,21,0,1,0,1,2,1,0,0
640,1,3,12,2,1,0,0,0,0,0,0,2,4,1,0,0,0,0,2,1,0,49,0,0,1,1,1,1,0,0
3652,1,1,21,4,0,0,0,0,0,1,0,3,2,0,1,0,0,0,3,0,0,27,0,0,1,2,2,1,0,0
1530,0,3,18,4,1,0,0,0,0,0,0,2,3,0,1,0,0,0,2,0,0,32,1,0,1,2,2,1,0,0
3914,0,3,48,2,0,0,0,0,0,1,4,2,4,1,0,0,0,0,2,1,0,38,1,0,1,1,2,1,0,0
1858,1,0,12,2,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,22,0,1,0,1,2,1,0,0
2600,0,0,18,2,0,0,0,1,0,0,0,2,4,0,1,0,0,0,4,0,1,65,0,0,0,2,2,1,0,0
1979,1,3,15,2,0,0,0,1,0,0,4,4,4,0,1,0,0,0,2,0,0,35,0,0,1,1,2,1,0,0
2116,1,2,6,2,0,0,1,0,0,0,0,2,2,0,1,0,0,0,2,1,0,41,0,0,1,1,2,1,1,0
1437,0,1,9,1,1,0,0,0,0,0,1,3,2,0,1,0,0,0,3,0,1,29,0,0,1,1,2,1,0,0
4042,1,3,42,4,0,0,1,0,0,0,2,2,4,0,1,0,0,0,4,1,0,36,0,0,1,2,2,1,1,0
3832,1,3,9,2,0,0,0,0,1,0,4,4,1,0,1,0,0,0,4,1,0,64,0,0,1,1,1,1,0,0
3660,1,0,24,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,4,0,0,28,0,0,1,1,2,1,0,0
1553,0,0,18,1,0,0,1,0,0,0,0,2,4,0,1,0,0,0,3,0,0,44,1,0,1,1,2,1,0,0
1444,1,1,15,2,0,0,0,1,0,0,4,1,4,0,1,0,0,0,1,0,0,23,0,0,1,1,2,1,0,0
1980,0,3,9,2,0,0,1,0,0,0,0,1,2,0,0,0,1,0,2,0,0,19,0,1,0,2,2,1,0,0
1355,0,1,24,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,25,0,0,1,1,1,1,1,0
1393,1,3,12,2,0,0,0,0,1,0,0,4,4,0,1,0,0,0,4,0,0,47,1,0,1,3,2,2,1,0
1376,1,3,24,2,0,0,0,1,0,0,2,3,4,0,0,0,0,0,1,0,0,28,0,0,1,1,2,1,0,0
15653,1,3,60,3,0,0,0,1,0,0,0,3,2,0,1,0,0,0,4,0,0,21,0,0,1,2,2,1,1,0
1493,1,3,12,2,0,0,0,1,0,0,0,1,4,0,0,0,0,0,3,0,0,34,0,0,1,1,2,2,0,0
4370,0,0,42,3,0,0,0,1,0,0,0,3,3,0,1,0,0,0,2,0,0,26,1,0,1,2,2,2,1,0
750,0,0,18,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,1,0,27,0,0,1,1,0,1,0,0
1308,1,1,15,2,0,0,0,0,0,0,0,4,4,0,1,0,0,0,4,0,0,38,0,0,1,2,1,1,0,0
4623,0,3,15,2,0,0,0,0,1,0,1,2,3,0,1,0,0,0,2,0,0,40,0,0,1,1,3,1,1,0
1851,1,3,24,4,0,0,0,1,0,0,0,3,4,0,0,1,0,1,2,0,0,33,0,0,1,2,2,1,1,0
1880,1,0,18,4,0,0,0,1,0,0,0,3,4,0,0,1,0,0,1,0,0,32,0,0,1,2,3,1,1,0
7980,0,3,36,3,0,0,0,0,0,1,4,1,4,0,1,0,0,0,4,0,0,27,0,1,0,2,2,1,1,0
4583,1,0,30,0,0,0,1,0,0,0,0,2,2,1,0,0,0,1,2,1,0,32,0,0,1,2,2,1,0,0
1386,0,3,12,2,1,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,0,26,0,0,1,1,2,1,0,0
947,0,2,24,2,1,0,0,0,0,0,0,3,4,0,1,0,0,0,3,0,1,38,1,0,0,1,2,2,0,0
684,0,0,12,2,0,0,0,0,1,0,0,2,4,0,1,0,0,0,4,0,0,40,0,1,0,1,1,2,0,0
